Drug Name,Drug ID,Cell Line Name,Cosmic ID,TCGA Classification,Tissue,Tissue Sub-type,IC50,AUC,Max Conc,RMSE,Z score,Dataset Version
123138,1824,PFSK-1,683667,MB,nervous_system,medulloblastoma,2.1002510333200375,0.9723015707627427,1.0,0.02554588968179602,-0.9556906076001592,GDSC2
123138,1824,A673,684052,UNCLASSIFIED,soft_tissue,rhabdomyosarcoma,2.7050260018524157,0.9846019001788434,1.0,0.08703314129719583,-0.22453253967040124,GDSC2
123138,1824,COLO-829,687448,SKCM,skin,melanoma,4.720098451230864,0.9725959006249024,1.0,0.06126008498839364,2.211640508961912,GDSC2
123138,1824,5637,687452,BLCA,urogenital_system,bladder,2.8830046777980063,0.97476316213509,1.0,0.07233564492386214,-0.00936069624429858,GDSC2
123138,1824,C-33-A,687505,CESC,urogenital_system,cervix,2.1240445385626847,0.9665831234273816,1.0,0.1486465536214263,-0.926924844750041,GDSC2
123138,1824,42-MG-BA,687561,GBM,nervous_system,glioma,1.965690039838192,0.9640352274996729,1.0,0.0638069307609473,-1.118371540396782,GDSC2
123138,1824,Calu-3,687777,LUAD,lung,lung_NSCLC_adenocarcinoma,3.577031381259552,0.9648426158715327,1.0,0.06395897324032584,0.8297005248674619,GDSC2
123138,1824,LK-2,687787,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,1.7869628793800318,0.9474449468986244,1.0,0.14746740789269638,-1.3344482831963052,GDSC2
123138,1824,COR-L311,687980,SCLC,lung,lung_small_cell_carcinoma,2.7998464479379286,0.9889282147725464,1.0,0.02784302022747938,-0.10989695161297304,GDSC2
123138,1824,NCI-H2052,688058,MESO,lung,mesothelioma,2.858091622128656,0.9662574861402362,1.0,0.05091517783877045,-0.0394799680349824,GDSC2
123138,1824,SK-N-DZ,688086,NB,nervous_system,neuroblastoma,0.903089685668318,0.9406356416692355,1.0,0.07216858684614073,-2.40302924344576,GDSC2
123138,1824,NCI-H929,724825,MM,blood,myeloma,1.3642585260618632,0.9665080097026746,1.0,0.1212817726215385,-1.8454874537288135,GDSC2
123138,1824,HPAF-II,724869,PAAD,pancreas,pancreas,3.2869737843544398,0.9681044629784704,1.0,0.08608367804992124,0.4790280215789316,GDSC2
123138,1824,TE-5,735784,ESCA,aero_digestive_tract,oesophagus,3.4087881670021787,0.9795488336887392,1.0,0.05744437783309834,0.6262986152658944,GDSC2
123138,1824,HCC1954,749709,BRCA,breast,breast,1.7552179401167678,0.9664385661322867,1.0,0.0544663432057727,-1.3728271342830185,GDSC2
123138,1824,BB49-HNC,753532,HNSC,aero_digestive_tract,head_and_neck,1.6632185839470135,0.9366013290803192,1.0,0.11966321356586186,-1.4840520939917432,GDSC2
123138,1824,CTV-1,753548,LAML,blood,acute_myeloid_leukaemia,1.7209732435628966,0.9905062923297955,1.0,0.13889569728012183,-1.414228130474925,GDSC2
123138,1824,HA7-RCC,753558,KIRC,kidney,kidney,3.090211716860808,0.9765021335431544,1.0,0.05302854423132185,0.24114751958059788,GDSC2
123138,1824,OVCAR-3,905933,OV,urogenital_system,ovary,2.6850167666611866,0.9784802345673852,1.0,0.0312293173495211,-0.24872321306859757,GDSC2
123138,1824,PC-3,905934,PRAD,urogenital_system,prostate,3.3923935203314186,0.9663195516897618,1.0,0.07479494887814885,0.6064778905205007,GDSC2
123138,1824,HCT-116,905936,COREAD,digestive_system,large_intestine,2.089433341536334,0.9727004058509939,1.0,0.10790176785561596,-0.9687689310023773,GDSC2
123138,1824,K-562,905940,LCML,blood,chronic_myeloid_leukaemia,2.852252615025051,0.9860502145845228,1.0,0.03734554485009767,-0.04653918406513663,GDSC2
123138,1824,CCRF-CEM,905952,ALL,blood,lymphoblastic_leukemia,1.9468729019047464,0.994038289259272,1.0,0.02216599952375125,-1.141120997519277,GDSC2
123138,1824,SF539,905984,LGG,nervous_system,glioma,2.5813866430349495,0.984929509039424,1.0,0.02524274016697198,-0.37400948467761247,GDSC2
123138,1824,BHT-101,906696,THCA,thyroid,thyroid,2.9656694268340247,0.9814038713459937,1.0,0.05513665868554815,0.09057895294083149,GDSC2
123138,1824,AGS,906790,STAD,digestive_system,stomach,1.944305352991696,0.9661237858818672,1.0,0.0595166264484925,-1.1442251010292772,GDSC2
123138,1824,DB,906832,DLBC,blood,B_cell_lymphoma,1.6089488714316194,0.9591501478811485,1.0,0.193092941582022,-1.5496628421451446,GDSC2
123138,1824,HEC-1,907051,UCEC,urogenital_system,endometrium,3.733655479645503,0.9854284350118816,1.0,0.03335027922913628,1.0190552090486096,GDSC2
123138,1824,HLE,907057,LIHC,digestive_system,liver,2.0045780520558463,0.9636673266168376,1.0,0.06028726183975993,-1.0713568897281396,GDSC2
123138,1824,JVM-2,907269,CLL,blood,lymphoid_neoplasm_other,2.111306860357756,0.963797833894339,1.0,0.03396738288709737,-0.9423243845306432,GDSC2
123138,1824,SW13,909744,ACC,kidney,adrenal_gland,2.8566181447883787,0.9858034460942544,1.0,0.03118057779211749,-0.04126136591239384,GDSC2
123829,1820,PFSK-1,683667,MB,nervous_system,medulloblastoma,3.2773229816307845,0.9739295455281389,3.0,0.05260303065161927,0.4294797124048799,GDSC2
123829,1820,A673,684052,UNCLASSIFIED,soft_tissue,rhabdomyosarcoma,2.415070620518216,0.953558136041567,3.0,0.11405948774890336,-0.10459329773973013,GDSC2
123829,1820,COLO-829,687448,SKCM,skin,melanoma,5.335771169813476,0.9657636180481373,3.0,0.07257780458384552,1.7044679521250214,GDSC2
123829,1820,5637,687452,BLCA,urogenital_system,bladder,1.9499423340714976,0.9107476744559438,3.0,0.10052462962805477,-0.3926904665610197,GDSC2
123829,1820,C-33-A,687505,CESC,urogenital_system,cervix,3.465613094297784,0.9718696030188576,3.0,0.13528969627075493,0.5461052756248844,GDSC2
123829,1820,42-MG-BA,687561,GBM,nervous_system,glioma,1.5983576466156473,0.9047705663759712,3.0,0.0708171632648929,-0.6104595337376117,GDSC2
123829,1820,Calu-3,687777,LUAD,lung,lung_NSCLC_adenocarcinoma,3.013314516740357,0.9209963242130285,3.0,0.100592717854167,0.2659547376912645,GDSC2
123829,1820,LK-2,687787,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,1.89760087018434,0.9062636466652961,3.0,0.1259422950023228,-0.4251103988619537,GDSC2
123829,1820,COR-L311,687980,SCLC,lung,lung_small_cell_carcinoma,3.287539455651259,0.980956190899764,3.0,0.04387875285649683,0.4358077241091782,GDSC2
123829,1820,NCI-H2052,688058,MESO,lung,mesothelioma,5.048810923370692,0.9825182851129176,3.0,0.06187306873265886,1.5267268063521209,GDSC2
123829,1820,SK-N-DZ,688086,NB,nervous_system,neuroblastoma,3.922752697413921,0.987644065883262,3.0,0.02985869226126172,0.829254310528686,GDSC2
123829,1820,NCI-H929,724825,MM,blood,myeloma,1.723907601103406,0.937288496124044,3.0,0.1061104296361678,-0.5326947804694647,GDSC2
123829,1820,HPAF-II,724869,PAAD,pancreas,pancreas,4.102666674612901,0.9627161592018461,3.0,0.03007243925819844,0.9406917547193472,GDSC2
123829,1820,TE-5,735784,ESCA,aero_digestive_tract,oesophagus,1.5201248774128455,0.8808141205116244,3.0,0.06198587636314762,-0.6589163573132262,GDSC2
123829,1820,HCC1954,749709,BRCA,breast,breast,2.7620107754969685,0.9639596335887495,3.0,0.07742389995944365,0.11029897889081164,GDSC2
123829,1820,BB49-HNC,753532,HNSC,aero_digestive_tract,head_and_neck,2.5326120112964787,0.9278917115009464,3.0,0.128550223127271,-0.031788992155074,GDSC2
123829,1820,CTV-1,753548,LAML,blood,acute_myeloid_leukaemia,2.846526292191444,0.990836425060928,3.0,0.07367649042614476,0.16264729179853643,GDSC2
123829,1820,HA7-RCC,753558,KIRC,kidney,kidney,2.3786930668056527,0.9277852470025629,3.0,0.05823343744280824,-0.12712529705823272,GDSC2
123829,1820,OVCAR-3,905933,OV,urogenital_system,ovary,2.1141481498825483,0.9309298413658733,3.0,0.0633736733599982,-0.29098254636431287,GDSC2
123829,1820,PC-3,905934,PRAD,urogenital_system,prostate,2.6893759585901504,0.915698523765567,3.0,0.06459695450227522,0.06530948734952664,GDSC2
123829,1820,HCT-116,905936,COREAD,digestive_system,large_intestine,0.7539151035632153,0.8546276812773034,3.0,0.1873519024729053,-1.1335012686193373,GDSC2
123829,1820,K-562,905940,LCML,blood,chronic_myeloid_leukaemia,3.986923990257262,0.9864586289101249,3.0,0.07176966568588208,0.8690015551630673,GDSC2
123829,1820,CCRF-CEM,905952,ALL,blood,lymphoblastic_leukemia,3.045485190572853,0.994038289259272,3.0,0.02216599952375136,0.2858810253849646,GDSC2
123829,1820,SF539,905984,LGG,nervous_system,glioma,-0.5283809010031413,0.7322695754766755,3.0,0.17886009384079712,-1.927746338788248,GDSC2
123829,1820,BHT-101,906696,THCA,thyroid,thyroid,0.47340520718805934,0.8196122055730618,3.0,0.1557240925321857,-1.3072471132107373,GDSC2
123829,1820,AGS,906790,STAD,digestive_system,stomach,-0.5080366153481466,0.7264187749715196,3.0,0.12488026739422564,-1.9151452322340303,GDSC2
123829,1820,DB,906832,DLBC,blood,B_cell_lymphoma,3.5437929452712083,0.9783532133727684,3.0,0.0529643006586765,0.5945293220237355,GDSC2
123829,1820,HEC-1,907051,UCEC,urogenital_system,endometrium,4.890070806801995,0.9859861163725762,3.0,0.03268920391483274,1.4284043015843046,GDSC2
123829,1820,HLE,907057,LIHC,digestive_system,liver,1.264785727030898,0.8819444132165641,3.0,0.07616128997737867,-0.817071619974723,GDSC2
123829,1820,JVM-2,907269,CLL,blood,lymphoid_neoplasm_other,3.4139764405505044,0.9685170011454535,3.0,0.05536887123906401,0.5141218977365123,GDSC2
123829,1820,SW13,909744,ACC,kidney,adrenal_gland,3.9592422844622814,0.985849959290887,3.0,0.03950307867635299,0.8518557025024995,GDSC2
150412,1836,PFSK-1,683667,MB,nervous_system,medulloblastoma,2.604281888781343,0.9566173540232336,3.0,0.04360646115247166,-0.5170135917824831,GDSC2
150412,1836,A673,684052,UNCLASSIFIED,soft_tissue,rhabdomyosarcoma,2.076798840570324,0.9403363169552055,3.0,0.09949935603279994,-1.0032739586645232,GDSC2
150412,1836,COLO-829,687448,SKCM,skin,melanoma,4.26544002110873,0.9445743043439747,3.0,0.12075165229707434,1.014325406909771,GDSC2
150412,1836,5637,687452,BLCA,urogenital_system,bladder,2.866498362732979,0.9483121880129325,3.0,0.08089310595607085,-0.27528927616954013,GDSC2
150412,1836,C-33-A,687505,CESC,urogenital_system,cervix,3.003639922768007,0.9610559226150736,3.0,0.0719899932922878,-0.14886529814109337,GDSC2
150412,1836,42-MG-BA,687561,GBM,nervous_system,glioma,3.1937712516387307,0.9672038570396456,3.0,0.08581957432753871,0.02640731023183399,GDSC2
150412,1836,Calu-3,687777,LUAD,lung,lung_NSCLC_adenocarcinoma,3.197002197156735,0.927497875494648,3.0,0.06605181475523994,0.02938575808582472,GDSC2
150412,1836,LK-2,687787,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,3.602581375433576,0.9664671801039904,3.0,0.11353727733263803,0.40326901499328976,GDSC2
150412,1836,COR-L311,687980,SCLC,lung,lung_small_cell_carcinoma,2.9507180880540806,0.9744962680676778,3.0,0.03918501184338658,-0.1976513034001093,GDSC2
150412,1836,NCI-H2052,688058,MESO,lung,mesothelioma,4.500060156201405,0.975601388922817,3.0,0.04013178754448829,1.230610031325678,GDSC2
150412,1836,SK-N-DZ,688086,NB,nervous_system,neuroblastoma,2.686828795008895,0.9651887352060694,3.0,0.046246366990188,-0.44091770767147537,GDSC2
150412,1836,NCI-H929,724825,MM,blood,myeloma,1.8164372597659884,0.9418272900198115,3.0,0.12726848942125424,-1.2432883406115551,GDSC2
150412,1836,HPAF-II,724869,PAAD,pancreas,pancreas,4.696269303445771,0.973179281237123,3.0,0.07287616702473136,1.4114854779362187,GDSC2
150412,1836,TE-5,735784,ESCA,aero_digestive_tract,oesophagus,3.3605809866038534,0.9580045357925886,3.0,0.059715268882567,0.18018090200646017,GDSC2
150412,1836,HCC1954,749709,BRCA,breast,breast,3.2995585763273985,0.9764087008781313,3.0,0.1721964620261093,0.12392737933934876,GDSC2
150412,1836,BB49-HNC,753532,HNSC,aero_digestive_tract,head_and_neck,2.859123083924488,0.9400161918113121,3.0,0.13543287996805634,-0.2820881786014521,GDSC2
150412,1836,CTV-1,753548,LAML,blood,acute_myeloid_leukaemia,1.7215761999248018,0.9626325930825748,3.0,0.02893753912914233,-1.3307360300067628,GDSC2
150412,1836,HA7-RCC,753558,KIRC,kidney,kidney,3.7119215049460017,0.968051913789704,3.0,0.07764796612937008,0.5040642380283481,GDSC2
150412,1836,OVCAR-3,905933,OV,urogenital_system,ovary,4.346319110168856,0.9858339863195124,3.0,0.05618497854263195,1.0888838133890797,GDSC2
150412,1836,PC-3,905934,PRAD,urogenital_system,prostate,3.0774358216937645,0.9302426125666295,3.0,0.02720046999932503,-0.080836532083623,GDSC2
150412,1836,HCT-116,905936,COREAD,digestive_system,large_intestine,4.1135543937257095,0.9869235690464275,3.0,0.03967367439522682,0.8743096070734313,GDSC2
